symbol,action_type,ex_date,record_date,payment_date,amount,ratio_from,ratio_to,currency,source,confidence,notes
UCAP,CASH_DIVIDEND,2023-03-15,2023-03-14,2023-03-28,0.5,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UCAP/dividend/
UCAP,CASH_DIVIDEND,2024-04-12,2024-04-09,2024-04-23,0.6,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UCAP/dividend/
UCAP,CASH_DIVIDEND,2024-08-01,2024-07-31,2024-08-09,0.9,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UCAP/dividend/
UCAP,CASH_DIVIDEND,2025-03-17,2025-03-14,2025-04-04,0.5,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UCAP/dividend/
UCAP,CASH_DIVIDEND,2025-08-11,2025-08-08,2025-08-18,0.3,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UCAP/dividend/
UNILEVER,CASH_DIVIDEND,2022-04-19,2022-04-14,2022-05-06,0.5,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UNILEVER/dividend/
UNILEVER,CASH_DIVIDEND,2023-04-18,2023-04-17,2023-05-05,0.25,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UNILEVER/dividend/
UNILEVER,CASH_DIVIDEND,2024-04-29,2024-04-26,2024-05-10,0.75,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UNILEVER/dividend/
UNILEVER,CASH_DIVIDEND,2025-04-28,2025-04-25,2025-05-12,1.25,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UNILEVER/dividend/
UNILEVER,CASH_DIVIDEND,2025-08-11,2025-08-08,2025-08-22,0.5,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/UNILEVER/dividend/
VITAFOAM,CASH_DIVIDEND,2021-02-15,2021-02-12,2021-03-05,0.58333,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/VITAFOAM/dividend/
VITAFOAM,CASH_DIVIDEND,2022-02-14,2022-02-11,2022-03-04,1.25,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/VITAFOAM/dividend/
VITAFOAM,CASH_DIVIDEND,2023-02-13,2023-02-10,2023-03-02,1.26667,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/VITAFOAM/dividend/
VITAFOAM,CASH_DIVIDEND,2024-02-13,2024-02-12,2024-03-07,1.3,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/VITAFOAM/dividend/
VITAFOAM,CASH_DIVIDEND,2025-02-10,2025-02-07,2025-03-06,0.875,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/VITAFOAM/dividend/
VITAFOAM,CASH_DIVIDEND,2026-02-09,2026-02-06,2026-03-05,3.0,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/VITAFOAM/dividend/
WEMABANK,CASH_DIVIDEND,2020-05-07,2020-05-06,2020-05-18,0.12,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/WEMABANK/dividend/
WEMABANK,CASH_DIVIDEND,2021-05-14,2021-05-11,2021-05-25,0.12,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/WEMABANK/dividend/
WEMABANK,CASH_DIVIDEND,2022-04-28,2022-04-27,2022-05-20,0.24,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/WEMABANK/dividend/
WEMABANK,CASH_DIVIDEND,2023-05-10,2023-05-09,2023-05-31,0.3,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/WEMABANK/dividend/
WEMABANK,CASH_DIVIDEND,2024-05-10,2024-05-09,2024-05-28,0.5,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/WEMABANK/dividend/
WEMABANK,CASH_DIVIDEND,2025-05-02,2025-05-01,2025-05-22,1.0,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/WEMABANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2021-03-09,2021-03-08,2021-03-16,2.7,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2021-09-13,2021-09-10,2021-09-20,0.3,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2022-03-28,2022-03-25,2022-04-06,2.8,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2022-09-07,2022-09-06,2022-09-13,0.3,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2023-04-17,2023-04-14,2023-05-02,2.9,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2023-09-25,2023-09-22,2023-09-29,0.5,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2024-04-26,2024-04-25,2024-05-08,3.5,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2024-09-17,2024-09-13,2024-09-20,1.0,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2025-04-16,2025-04-15,2025-04-29,4.0,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
ZENITHBANK,CASH_DIVIDEND,2025-10-06,2025-10-03,2025-10-10,1.25,,,NGN,stockanalysis_2025,MEDIUM,Scraped from stockanalysis.com/quote/ngx/ZENITHBANK/dividend/
